Customer_Number,Monetary,Frequency,Last.Purchase,average.number.of.cds,recency,purchase.amount.time2,retained
22466,46.88,1,3/21/97,4,193,27.37,1
22467,27.21,3,9/29/97,1.333333333,1,21.985,1
22468,29.245,4,6/29/97,1.5,93,NA,0
22469,20.665,2,6/2/97,2,120,NA,0
22470,16.30666667,3,5/14/97,1,139,29.23,1
22471,39.92666667,3,9/22/97,3.333333333,8,NA,0
22472,187.8,2,9/4/97,13,26,NA,0
22473,25.23666667,3,9/7/97,1.333333333,23,47.215,1
22474,32.51,2,6/16/97,4,106,NA,0
22475,50.27,1,3/21/97,4,193,NA,0
22476,18.36,1,3/22/97,1,192,NA,0
22477,28.08666667,3,4/22/97,2.666666667,161,27.98,1
22478,29.73,1,3/21/97,2,193,NA,0
22479,13.99,1,3/21/97,1,193,49.85,1
22480,38.97,1,3/21/97,3,193,NA,0
22481,204.29,1,3/21/97,13,193,NA,0
22482,28.74,1,3/24/97,2,190,26.735,1
22483,20.25,2,3/26/97,1.5,188,NA,0
22484,15.36,1,3/21/97,1,193,NA,0
22485,13.97,1,3/21/97,1,193,NA,0
22486,33.365,2,9/28/97,2.5,2,NA,0
22487,78.81,1,3/21/97,6,193,65.95,1
22488,22.97,2,3/27/97,1,187,NA,0
22489,45.06,1,3/21/97,3,193,34.49,1
22490,14.37,1,3/21/97,1,193,NA,0
22491,30.39,2,4/8/97,2.5,175,NA,0
22492,168.3585714,7,9/11/97,11.71428571,19,100.8508333,1
22493,42.935,2,8/18/97,2,43,20.735,1
22494,13.97,2,8/4/97,1,57,5.49,1
22495,25.51666667,3,9/28/97,2,2,25.48,1
22496,24.94,1,3/21/97,2,193,NA,0
22497,13.97,1,3/21/97,1,193,NA,0
22498,26.435,2,8/1/97,2,60,NA,0
22499,58.51,1,3/21/97,4,193,NA,0
22500,12.97,1,3/21/97,1,193,NA,0
22501,11.99,1,3/21/97,1,193,NA,0
22502,10.77,1,3/21/97,1,193,NA,0
22503,15.76,1,3/22/97,1,192,NA,0
22504,13.48,2,9/16/97,1,14,13.99,1
22505,35.89,1,3/21/97,2,193,NA,0
22506,27.76666667,3,8/3/97,2,58,16.43631579,1
22507,14.99,1,3/21/97,1,193,NA,0
22508,83.01,2,7/31/97,6.5,61,50.2,1
22509,42.99,2,4/14/97,3.5,169,NA,0
22510,104.13,1,3/24/97,7,190,NA,0
22511,41.64,2,5/14/97,2.5,139,NA,0
22512,46.51,1,3/22/97,3,192,48.49,1
22513,57.68,1,3/21/97,4,193,92.36,1
22514,15.24333333,3,6/16/97,1,106,NA,0
22515,15.9,1,3/21/97,1,193,NA,0
22516,15.99,1,3/21/97,1,193,12.99,1
22517,17.9,1,3/21/97,1,193,NA,0
22518,67.23,1,3/21/97,5,193,NA,0
22519,36.735,2,9/20/97,2.5,10,NA,0
22520,68.24,1,3/21/97,5,193,NA,0
22521,41.975,2,3/31/97,2.5,183,NA,0
22522,14.37,1,3/21/97,1,193,NA,0
22523,29.425,2,7/1/97,2,91,NA,0
22524,42.16,2,8/6/97,3.5,55,16.91833333,1
22525,15.96,1,3/21/97,1,193,NA,0
22526,13.97,1,3/21/97,1,193,NA,0
22527,129.96,1,3/21/97,4,193,NA,0
22528,57.98,1,3/21/97,2,193,NA,0
22529,14.96,1,3/21/97,1,193,NA,0
22530,54.31,1,3/21/97,5,193,24.48,1
22531,20.525,2,5/29/97,1.5,124,NA,0
22532,36.32272727,11,9/26/97,1.545454545,4,21.49,1
22533,18.76,1,3/21/97,1,193,NA,0
22534,13.97,1,3/21/97,1,193,NA,0
22535,28.13,1,3/21/97,2,193,32.48,1
22536,43.64,1,3/21/97,3,193,NA,0
22537,35.7,1,3/21/97,3,193,NA,0
22538,42.1,1,3/21/97,3,193,NA,0
22539,59.12,1,3/21/97,3,193,NA,0
22540,73.2475,4,9/16/97,5,14,NA,0
22541,50.1325,4,7/27/97,3,65,81.43,1
22542,15.9,1,3/21/97,1,193,NA,0
22543,25.54,1,3/21/97,2,193,NA,0
22544,14.37,1,3/21/97,1,193,NA,0
22545,24.975,2,5/18/97,1,135,NA,0
22546,27.74,1,3/21/97,2,193,NA,0
22547,11.77,1,3/24/97,1,190,14.49,1
22548,14.96,1,3/21/97,1,193,NA,0
22549,44.17666667,3,5/5/97,3,148,39.97,1
22550,28.99285714,7,9/30/97,2,0,28.84,1
22551,14.99,1,3/21/97,1,193,NA,0
22552,57.1,1,3/21/97,3,193,NA,0
22553,14.37,1,3/21/97,1,193,NA,0
22554,11.77,1,3/21/97,1,193,NA,0
22555,16.77,3,5/21/97,1,132,NA,0
22556,12.07,2,3/22/97,1,192,NA,0
22557,51.27,1,3/22/97,4,192,NA,0
22558,23.87,5,8/22/97,1.6,39,56.96,1
22559,14.38,2,5/13/97,1,140,NA,0
22560,13.97,1,3/21/97,1,193,NA,0
22561,27.13,1,3/21/97,2,193,NA,0
22562,10.77,1,3/21/97,1,193,NA,0
22563,27.13,2,5/2/97,2.5,151,28.5475,1
22564,40.14,1,3/21/97,2,193,NA,0
22565,21.765,2,5/7/97,1.5,146,NA,0
22566,30.72,1,3/21/97,2,193,NA,0
22567,34.31,1,3/22/97,3,192,NA,0
22568,17.65285714,7,9/12/97,1,18,16.13666667,1
22569,14.465,2,4/1/97,1,182,NA,0
22570,30.72,1,3/21/97,2,193,NA,0
22571,9.97,1,3/21/97,1,193,NA,0
22572,11.77,1,3/21/97,1,193,NA,0
22573,15.36,1,3/21/97,1,193,36.97,1
22574,20.3,1,3/21/97,1,193,NA,0
22575,17.43333333,3,8/21/97,1.333333333,40,22.82,1
22576,14.96,1,3/21/97,1,193,NA,0
22577,36.95,1,3/21/97,2,193,NA,0
22578,8.77,1,3/21/97,1,193,23.61,1
22579,51.1,1,3/21/97,3,193,NA,0
22580,38.71,2,4/5/97,1.5,178,NA,0
22581,82.565,2,7/30/97,5.5,62,135.39,1
22582,14.55,1,3/21/97,2,193,NA,0
22583,10.97,1,3/21/97,1,193,NA,0
22584,25.37,1,3/21/97,1,193,NA,0
22585,39.98,1,3/21/97,2,193,NA,0
22586,92.027,10,9/22/97,4.5,8,51.737,1
22587,33.72,1,3/21/97,2,193,NA,0
22588,19.77,1,3/21/97,1,193,NA,0
22589,16.36,1,3/21/97,1,193,NA,0
22590,28.564,5,6/7/97,2.2,115,21.76875,1
22591,9.97,1,3/21/97,1,193,NA,0
22592,19.99,1,3/21/97,1,193,14.49,1
22593,13.97,1,3/21/97,1,193,NA,0
22594,13.64333333,3,9/29/97,1,1,16.11869565,1
22595,41.11,1,3/21/97,3,193,NA,0
22596,11.4475,4,7/28/97,1.25,64,21.80833333,1
22597,24.74,1,3/21/97,2,193,NA,0
22598,10.77,2,3/25/97,1,189,NA,0
22599,14.96,1,3/21/97,1,193,NA,0
22600,98.78,1,3/21/97,7,193,NA,0
22601,11.77,1,3/21/97,1,193,NA,0
22602,27.73,1,3/21/97,2,193,NA,0
22603,13.97,1,3/21/97,1,193,NA,0
22604,19.99,1,3/21/97,1,193,NA,0
22605,11.56,2,4/3/97,2,180,NA,0
22606,15.3,1,3/21/97,1,193,NA,0
22607,52.0975,4,9/10/97,4.25,20,84.44,1
22608,11.77,1,3/21/97,1,193,NA,0
22609,29.99,1,3/21/97,1,193,NA,0
22610,16.56,2,5/13/97,1,140,24.47,1
22611,14.37,1,3/21/97,1,193,NA,0
22612,11.77,1,3/21/97,1,193,NA,0
22613,46.99,3,7/14/97,1,78,18.17625,1
22614,29.92,1,3/21/97,2,193,NA,0
22615,31.31,1,3/21/97,3,193,NA,0
22616,25.16,4,7/23/97,2.25,69,35.97333333,1
22617,45.68,1,3/21/97,3,193,NA,0
22618,9.773333333,3,8/2/97,1,59,NA,0
22619,14.37,1,3/21/97,1,193,NA,0
22620,9.98,1,3/22/97,1,192,NA,0
22621,52.75,1,3/21/97,3,193,10.385,1
22622,36.045,2,9/23/97,3,7,52.46,1
22623,19.99,1,3/21/97,1,193,NA,0
22624,27.54333333,3,9/8/97,2,22,44.652,1
22625,46.89,1,3/21/97,3,193,NA,0
22626,23.995,4,7/26/97,1.75,66,NA,0
22627,17.9,1,3/21/97,1,193,NA,0
22628,23.74333333,3,6/16/97,2,106,NA,0
22629,30.32,1,3/21/97,2,193,13.35333333,1
22630,98.49,1,3/21/97,5,193,NA,0
22631,29.93,1,3/21/97,2,193,NA,0
22632,19.99,1,3/21/97,1,193,NA,0
22633,19.99,1,3/21/97,1,193,NA,0
22634,20.99,1,3/21/97,1,193,49.105,1
22635,14.96,1,3/21/97,1,193,NA,0
22636,47.28,1,3/21/97,3,193,NA,0
22637,37.31666667,3,8/13/97,2.333333333,48,46.11,1
22638,29.725,2,4/29/97,2,154,NA,0
22639,19.1575,4,6/5/97,1.25,117,NA,0
22640,84.56,1,3/23/97,8,191,NA,0
22641,14.79,1,3/21/97,1,193,32.73,1
22642,14.96,1,3/21/97,1,193,NA,0
22643,10.77,1,3/22/97,1,192,NA,0
22644,20.31,1,3/21/97,3,193,NA,0
22645,22.26,2,7/26/97,1.5,66,12.2125,1
22646,13.77,1,3/21/97,1,193,NA,0
22647,12.49,1,3/22/97,1,192,NA,0
22648,17.28,5,5/20/97,1.2,133,NA,0
22649,48.80666667,3,8/17/97,3.333333333,44,48.15090909,1
22650,25.0925,4,6/11/97,1.75,111,54.95,1
22651,28.74,1,3/22/97,2,192,NA,0
22652,19.2325,4,8/28/97,1.5,33,29.475,1
22653,41.50333333,3,7/3/97,3.333333333,89,58.46,1
22654,17.9,1,3/22/97,1,192,NA,0
22655,27.75333333,3,7/22/97,1.666666667,70,12.99,1
22656,58.71,1,3/22/97,3,192,58.675,1
22657,22.37,1,3/22/97,1,192,NA,0
22658,21.615,2,4/27/97,1.5,156,NA,0
22659,54.36,2,4/17/97,4,166,14.87,1
22660,14.79,1,3/22/97,1,192,NA,0
22661,12.77,1,3/22/97,1,192,NA,0
22662,13.565,2,3/26/97,1,188,NA,0
22663,72.84,1,3/22/97,5,192,NA,0
22664,75.2925,4,9/28/97,2.25,2,91.075,1
22665,68.09666667,3,6/3/97,4.666666667,119,48.188,1
22666,35.045,2,3/22/97,2.5,192,79.97,1
22667,43.7,1,3/22/97,3,192,NA,0
22668,25.11333333,6,6/23/97,1.333333333,99,NA,0
22669,26.14,1,3/22/97,2,192,NA,0
22670,42.08666667,3,7/31/97,3.333333333,61,78.45,1
22671,29.77,1,3/22/97,1,192,NA,0
22672,6.79,1,3/22/97,1,192,NA,0
22673,13.97,1,3/22/97,1,192,NA,0
22674,10.77,1,3/22/97,1,192,NA,0
22675,14.265,4,5/14/97,1,139,25.98,1
22676,37.425,10,9/30/97,2.6,0,36.15666667,1
22677,9.98,1,3/24/97,1,190,NA,0
22678,14.96,1,3/22/97,1,192,NA,0
22679,23.54,1,3/22/97,2,192,NA,0
22680,42.81333333,3,9/19/97,3,11,35.64,1
22681,15.36,1,3/22/97,1,192,NA,0
22682,13.565,2,4/6/97,1,177,NA,0
22683,97.84,1,3/22/97,6,192,NA,0
22684,91.48,1,3/22/97,4,192,NA,0
22685,69.70785714,14,9/27/97,4.428571429,3,35.77428571,1
22686,61.88,2,3/22/97,4,192,57.46,1
22687,28.384,5,8/24/97,2,37,NA,0
22688,20.365,2,6/28/97,1.5,94,NA,0
22689,22.3,1,3/22/97,1,192,NA,0
22690,15.76,1,3/22/97,2,192,NA,0
22691,51.74,5,9/28/97,3.6,2,NA,0
22692,65.31,1,3/22/97,3,192,NA,0
22693,14.96,1,3/22/97,1,192,NA,0
22694,12.94666667,6,9/20/97,1.166666667,10,7.49,1
22695,11.77,1,3/22/97,1,192,NA,0
22696,14.265,4,8/29/97,1,32,NA,0
22697,29.16,2,4/8/97,2,175,NA,0
22698,74.78,3,4/29/97,2.333333333,154,NA,0
22699,18.65375,8,8/5/97,1.125,56,10.99,1
22700,4.79,1,3/22/97,1,192,NA,0
22701,7.98,1,3/22/97,1,192,NA,0
22702,34.98,1,3/22/97,2,192,NA,0
22703,46.98,1,3/22/97,2,192,NA,0
22704,38.5,2,4/22/97,3,161,NA,0
22705,17.675,2,4/10/97,1,173,NA,0
22706,16.8975,8,9/23/97,1.375,7,NA,0
22707,15.566,15,9/27/97,1.266666667,3,22.246,1
22708,33.825,2,4/29/97,2.5,154,39.97,1
22709,58.28,3,7/21/97,3.666666667,71,58.98,1
22710,57.51,1,3/22/97,4,192,27.975,1
22711,28.435,2,7/23/97,2,69,27.48,1
22712,61.3025,4,8/15/97,3.25,46,16.99,1
22713,18.06,2,4/16/97,1.5,167,61.45,1
22714,10.77,1,3/22/97,1,192,16.48,1
22715,44.13,1,3/22/97,3,192,NA,0
22716,13.76,1,3/22/97,2,192,NA,0
22717,33.35,2,4/11/97,1.5,172,109.435,1
22718,25.3,1,3/22/97,1,192,NA,0
22719,10.97,2,3/22/97,1,192,NA,0
22720,25.95833333,6,9/30/97,1.666666667,0,21.78285714,1
22721,131.88,1,3/22/97,7,192,NA,0
22722,45.73,1,3/22/97,2,192,33.725,1
22723,13.97,1,3/22/97,1,192,NA,0
22724,21.36375,8,9/28/97,1.625,2,38.64,1
22725,11.77,1,3/22/97,1,192,13.99,1
22726,14.37,1,3/22/97,1,192,NA,0
22727,27.27,1,3/22/97,2,192,124.965,1
22728,14.49,5,3/22/97,1,192,NA,0
22729,22.77,1,3/22/97,1,192,NA,0
22730,11.77,1,3/22/97,1,192,NA,0
22731,33.72,1,3/22/97,2,192,NA,0
22732,12.97,1,3/22/97,1,192,NA,0
22733,14.37,1,3/22/97,1,192,NA,0
22734,11.77,1,3/22/97,1,192,NA,0
22735,9.98,1,3/22/97,1,192,44.97,1
22736,15.36,1,3/22/97,1,192,15.49,1
22737,17.96,1,3/22/97,1,192,49.215,1
22738,43.11,1,3/22/97,3,192,NA,0
22739,29.97666667,3,7/12/97,2.333333333,80,12.49,1
22740,27.99,1,3/22/97,1,192,NA,0
22741,55.964,5,7/24/97,4.2,68,96.195,1
22742,13.97,1,3/22/97,1,192,NA,0
22743,15.36,1,3/22/97,1,192,NA,0
22744,62.145,2,5/24/97,5,129,30.98,1
22745,33.645,2,4/13/97,2.5,170,NA,0
22746,33.54,1,3/22/97,2,192,NA,0
22747,15.88,2,4/19/97,1,164,NA,0
22748,59.06666667,3,9/30/97,4,0,34.47666667,1
22749,25.406,5,7/11/97,2.4,81,24.81666667,1
22750,42.49,1,3/22/97,3,192,NA,0
22751,27.94,3,4/5/97,2.333333333,178,NA,0
22752,22.30875,8,9/23/97,1.125,7,20.4825,1
22753,72.85833333,6,9/21/97,5,9,82.89571429,1
22754,74.982,5,8/30/97,5,31,49.96545455,1
22755,38.585,4,8/19/97,2,42,36.58,1
22756,21.345,2,7/22/97,2,70,46.47,1
22757,7.98,1,3/22/97,1,192,NA,0
22758,22.74,1,3/22/97,2,192,NA,0
22759,181.61,1,3/22/97,15,192,NA,0
22760,15.76,1,3/22/97,2,192,NA,0
22761,36.76,1,3/22/97,2,192,NA,0
22762,59.46,1,3/22/97,4,192,NA,0
22763,13.97,1,3/22/97,1,192,NA,0
22764,35.13,1,3/22/97,2,192,NA,0
22765,31.485,2,9/24/97,1.5,6,12.28666667,1
22766,43.7,1,3/22/97,3,192,NA,0
22767,29.53,1,3/22/97,2,192,60.01,1
22768,14.8625,4,6/28/97,1,94,NA,0
22769,18.268,5,7/2/97,1.2,90,NA,0
22770,37.67,1,3/22/97,2,192,NA,0
22771,14.37,1,3/22/97,1,192,NA,0
22772,49.37,1,3/22/97,1,192,NA,0
22773,11.77,2,4/23/97,1,160,NA,0
22774,26.73,1,3/22/97,2,192,13.98333333,1
22775,44.29,1,3/22/97,3,192,28.475,1
22776,11.97,1,3/22/97,1,192,NA,0
22777,35.31,1,3/22/97,3,192,NA,0
22778,11.77,1,3/22/97,1,192,39.47,1
22779,18.355,2,7/26/97,1.5,66,42.47,1
22780,19.49666667,3,8/1/97,1.333333333,60,17.48,1
22781,46.02,1,3/22/97,4,192,NA,0
22782,13.77,1,3/22/97,1,192,23.98,1
22783,90.725,2,9/11/97,7.5,19,NA,0
22784,35.422,5,9/27/97,2.2,3,NA,0
22785,15.33,2,5/26/97,1,127,NA,0
22786,15.36,1,3/22/97,1,192,NA,0
22787,66.43,4,5/10/97,4,143,NA,0
22788,27.13,1,3/22/97,2,192,NA,0
22789,39.98,1,3/22/97,2,192,NA,0
22790,11.77,1,3/22/97,1,192,NA,0
22791,13.97,1,3/22/97,1,192,18.6075,1
22792,27.77,1,3/22/97,1,192,NA,0
22793,71.1,1,3/22/97,4,192,NA,0
22794,44.3125,8,9/19/97,3.125,11,43.269,1
22795,14.665,2,8/18/97,1,43,28.48,1
22796,20.2025,4,7/22/97,1.25,70,20.686,1
22797,15.66,2,6/28/97,1,94,NA,0
22798,16.36,1,3/22/97,1,192,NA,0
22799,25.74,1,3/22/97,2,192,NA,0
22800,27.77,1,3/22/97,1,192,NA,0
22801,15.36,1,3/22/97,1,192,NA,0
22802,70.65,2,8/29/97,5,32,48.81857143,1
22803,121.37,1,3/22/97,1,192,NA,0
22804,13.97,1,3/22/97,1,192,NA,0
22805,58.395,2,5/25/97,4,128,31.48,1
22806,14.37,1,3/22/97,1,192,NA,0
22807,11.77,1,3/22/97,1,192,NA,0
22808,13.97,1,3/22/97,1,192,NA,0
22809,47.74,1,3/22/97,3,192,NA,0
22810,14.96,1,3/22/97,1,192,NA,0
22811,84.08,1,3/22/97,4,192,NA,0
22812,15,1,3/22/97,1,192,NA,0
22813,23.04,2,6/7/97,1.5,115,NA,0
22814,14.37,1,3/22/97,1,192,NA,0
22815,26.38777778,9,9/30/97,2,0,39.16034483,1
22816,11.77,1,3/22/97,1,192,NA,0
22817,25.77,1,3/22/97,1,192,NA,0
22818,14.79,1,3/22/97,1,192,NA,0
22819,49.68,1,3/22/97,4,192,74.53,1
22820,11.77,1,3/22/97,1,192,NA,0
22821,11.77,1,3/22/97,1,192,NA,0
22822,26.74,1,3/22/97,2,192,NA,0
22823,48,1,3/22/97,4,192,NA,0
22824,83.918,5,9/9/97,6.4,21,44.01,1
22825,78.3775,4,7/1/97,5.5,91,69.994,1
22826,79.315,2,5/2/97,6,151,73.95,1
22827,21.73,3,9/10/97,1.666666667,20,46.48,1
22828,68.25,2,5/9/97,5,144,NA,0
22829,14.79,1,3/22/97,1,192,25.415,1
22830,11.77,1,3/22/97,1,192,NA,0
22831,11.77,1,3/22/97,1,192,NA,0
22832,42.73,1,3/22/97,3,192,NA,0
22833,56.7,1,3/22/97,3,192,28.13666667,1
22834,16.995,2,7/26/97,1.5,66,NA,0
22835,19.99,1,3/22/97,1,192,NA,0
22836,19.27,2,9/5/97,1,25,NA,0
22837,62.66,1,3/22/97,4,192,NA,0
22838,9.77,1,3/22/97,1,192,NA,0
22839,20.41666667,3,7/29/97,1.666666667,63,NA,0
22840,37.6325,4,7/7/97,2.25,85,NA,0
22841,61.64555556,9,9/26/97,3.666666667,4,29.985,1
22842,15.36,2,9/2/97,1,28,NA,0
22843,11.77,1,3/22/97,1,192,NA,0
22844,23.54,1,3/22/97,2,192,NA,0
22845,51.68,1,3/22/97,4,192,NA,0
22846,58.535,2,4/7/97,3.5,176,NA,0
22847,45.22,2,5/9/97,3,144,11.49,1
22848,0,1,3/22/97,1,192,NA,0
22849,51.97,1,3/22/97,1,192,NA,0
22850,42.71,1,3/22/97,3,192,NA,0
22851,20.41333333,3,7/18/97,1.666666667,74,39.97,1
22852,56.67,1,3/22/97,4,192,NA,0
22853,12.9,1,3/22/97,1,192,NA,0
22854,14.99,1,3/22/97,1,192,NA,0
22855,18.365,2,9/13/97,1.5,17,40.85,1
22856,11.8725,4,4/13/97,1,170,10.49,1
22857,38.338,5,8/16/97,2.8,45,26.015,1
22858,55.69,1,3/22/97,2,192,NA,0
22859,75.35,1,3/22/97,2,192,NA,0
22860,13.265,2,6/1/97,1.5,121,NA,0
22861,38.018,5,9/30/97,2.8,0,44.262,1
22862,27.9,2,5/3/97,2,150,NA,0
22863,20.125,2,5/3/97,1.5,150,NA,0
22864,13.97,1,3/22/97,1,192,NA,0
22865,49.88,2,5/17/97,3.5,136,NA,0
22866,56.69,1,3/22/97,3,192,NA,0
22867,19.975,2,7/14/97,1,78,NA,0
22868,52.975,4,9/28/97,3.25,2,23.785,1
22869,18.36,2,4/11/97,1,172,NA,0
22870,13.97,1,3/22/97,1,192,NA,0
22871,38.95,1,3/22/97,2,192,NA,0
22872,72.3,1,3/23/97,4,191,64.46,1
22873,28.99,1,3/22/97,1,192,NA,0
22874,14.985,2,6/23/97,1,99,NA,0
22875,34.77,1,3/23/97,1,191,NA,0
22876,18.25,2,3/26/97,1.5,188,NA,0
22877,38.9,1,3/23/97,3,191,NA,0
22878,9.98,1,3/23/97,1,191,NA,0
22879,40.13,2,5/14/97,3,139,25.96666667,1
22880,29.77,1,3/23/97,1,191,NA,0
22881,14.77,4,6/25/97,1,97,15.49,1
22882,31.76,3,6/27/97,1.333333333,95,46.95,1
22883,22.048,5,9/15/97,1.8,15,21.31928571,1
22884,43.89,1,3/23/97,3,191,NA,0
22885,12.97,1,3/23/97,1,191,14.49,1
22886,11.97,2,4/6/97,1,177,NA,0
22887,14.96,1,3/23/97,1,191,NA,0
22888,12.97,1,3/23/97,1,191,NA,0
22889,29.1825,4,9/13/97,2.25,17,30.97666667,1
22890,49.88,1,3/23/97,4,191,NA,0
22891,51.21,1,3/23/97,4,191,NA,0
22892,73.63,2,4/29/97,5.5,154,NA,0
22893,122.775,2,9/11/97,8.5,19,39.64,1
22894,21.76,1,3/23/97,2,191,NA,0
22895,11.77,1,3/23/97,1,191,NA,0
22896,43.61,2,7/1/97,3,91,NA,0
22897,16.655,2,3/29/97,1.5,185,15.49,1
22898,20.6975,4,7/21/97,1.75,71,9.49,1
22899,104.09,1,3/23/97,7,191,NA,0
22900,78.81,1,3/23/97,6,191,NA,0
22901,10.99,1,3/23/97,1,191,NA,0
22902,25.26333333,3,6/5/97,1.666666667,117,35.97,1
22903,17.455,2,3/24/97,1,190,NA,0
22904,6.79,1,3/23/97,1,191,NA,0
22905,30.33,1,3/23/97,2,191,41.97,1
22906,34.98,1,3/23/97,2,191,NA,0
22907,12.77,1,3/23/97,1,191,NA,0
22908,27.855,2,3/23/97,2.5,191,NA,0
22909,116.26,4,4/11/97,7.25,172,NA,0
22910,24.27333333,3,7/30/97,1.666666667,62,17.32333333,1
22911,11.77,1,3/23/97,1,191,NA,0
22912,11.77,1,3/23/97,1,191,NA,0
22913,13.97,1,3/23/97,1,191,NA,0
22914,14.655,2,8/26/97,1.5,35,86.92,1
22915,44.98,4,9/15/97,3,15,25.74,1
22916,70.07,1,3/23/97,5,191,NA,0
22917,67.97,2,7/6/97,4,86,84.44,1
22918,70.78,4,6/9/97,4.25,113,157.0275,1
22919,29.53,1,3/23/97,2,191,NA,0
22920,14.37,1,3/23/97,1,191,NA,0
22921,23.74,1,3/23/97,2,191,NA,0
22922,43.59,2,4/26/97,2,157,NA,0
22923,29.92,1,3/23/97,2,191,NA,0
22924,42.435,2,3/23/97,2.5,191,34.11928571,1
22925,5.78,1,3/23/97,1,191,11.99,1
22926,29.73,1,3/23/97,2,191,NA,0
22927,23.54,1,3/23/97,2,191,11.49,1
22928,45.28,1,3/23/97,3,191,NA,0
22929,29.92,1,3/23/97,2,191,NA,0
22930,72.88333333,3,8/3/97,5.333333333,58,98.29,1
22931,145.42,1,3/23/97,10,191,NA,0
22932,9.99,1,3/23/97,1,191,NA,0
22933,14.96,1,3/23/97,1,191,NA,0
22934,12.97,1,3/23/97,1,191,NA,0
22935,28.93,1,3/23/97,2,191,NA,0
22936,4.79,1,3/23/97,1,191,NA,0
22937,26.77,1,3/23/97,1,191,51.98222222,1
22938,38.41666667,3,8/18/97,3,43,16.32,1
22939,64.912,5,7/29/97,4,63,52.5425,1
22940,9.77,1,3/23/97,1,191,NA,0
22941,36.5075,4,7/10/97,1.75,82,28.31333333,1
22942,26.77,1,3/23/97,1,191,NA,0
22943,35.44,2,3/25/97,2.5,189,NA,0
22944,42.51,3,8/4/97,2.333333333,57,20.45,1
22945,30.15,1,3/23/97,2,191,NA,0
22946,24.54,1,3/23/97,2,191,NA,0
22947,24.55,2,6/29/97,2,93,NA,0
22948,41.134,5,9/7/97,2.4,23,22.81666667,1
22949,176.5575,4,8/12/97,8,49,86.71,1
22950,0,1,3/23/97,1,191,NA,0
22951,40.87,2,6/5/97,3,117,22.086,1
22952,16.3,1,3/23/97,1,191,NA,0
22953,42.7,1,3/23/97,3,191,NA,0
22954,28.76,1,3/23/97,2,191,NA,0
22955,10.77,1,3/23/97,1,191,NA,0
22956,44.73,1,3/23/97,2,191,NA,0
22957,27.77,1,3/23/97,1,191,NA,0
22958,10.77,1,3/23/97,1,191,NA,0
22959,80.215,2,6/27/97,5.5,95,NA,0
22960,68.94666667,3,7/23/97,1.666666667,69,36.99,1
22961,11.77,1,3/23/97,1,191,NA,0
22962,38.5,1,3/23/97,3,191,NA,0
22963,23.99,1,3/23/97,1,191,17.625,1
22964,31.43,2,4/20/97,2.5,163,45.43,1
22965,14.17,2,4/26/97,1,157,36.645,1
22966,41.7,1,3/23/97,3,191,NA,0
22967,37.01,2,8/25/97,2.5,36,NA,0
22968,74.68,1,3/23/97,4,191,NA,0
22969,17.65,3,9/6/97,1,24,9.49,1
22970,18.74,1,3/23/97,2,191,NA,0
22971,13.77,1,3/23/97,1,191,NA,0
22972,28.47,1,3/23/97,2,191,NA,0
22973,10.77,1,3/23/97,1,191,49.26,1
22974,9.97,1,3/23/97,1,191,NA,0
22975,31.00666667,3,8/15/97,2,46,27.38142857,1
22976,11.77,1,3/23/97,1,191,NA,0
22977,14.96,1,3/23/97,1,191,NA,0
22978,35.53,1,3/23/97,2,191,NA,0
22979,0,1,3/23/97,1,191,NA,0
22980,11.77,1,3/23/97,1,191,NA,0
22981,28.53,1,3/23/97,2,191,NA,0
22982,10.77,1,3/23/97,1,191,NA,0
22983,11.77,1,3/23/97,1,191,NA,0
22984,19.77,3,7/3/97,1.333333333,89,18.18,1
22985,16.36,1,3/23/97,1,191,NA,0
22986,21.755,2,3/28/97,1.5,186,NA,0
22987,25.74,1,3/23/97,2,191,12.99,1
22988,24.99,1,3/23/97,1,191,NA,0
22989,113.77,1,3/23/97,8,191,NA,0
22990,44.97,1,3/23/97,3,191,NA,0
22991,4.79,1,3/23/97,1,191,NA,0
22992,51.37,1,3/23/97,1,191,NA,0
22993,26.76,1,3/23/97,2,191,NA,0
22994,11.77,1,3/23/97,1,191,NA,0
22995,7.78,1,3/23/97,1,191,NA,0
22996,26.3,7,8/31/97,2,30,NA,0
22997,26.73,1,3/23/97,2,191,38.47,1
22998,11.97,2,6/6/97,1,116,18.235,1
22999,37.54,1,3/24/97,2,190,NA,0
23000,204.775,2,3/25/97,14,189,67.655,1
23001,8.77,1,3/23/97,1,191,NA,0
23002,13.97,1,3/23/97,1,191,NA,0
23003,31.87,1,3/23/97,2,191,NA,0
23004,19.855,2,7/7/97,1.5,85,NA,0
23005,14.37,1,3/23/97,1,191,NA,0
23006,9.97,1,3/23/97,1,191,NA,0
23007,21.97,1,3/23/97,1,191,NA,0
23008,54.01,2,6/18/97,4,104,NA,0
23009,100.595,2,8/27/97,7,34,NA,0
23010,110.51,1,3/23/97,8,191,NA,0
23011,14.37,1,3/23/97,1,191,NA,0
23012,20.54,1,3/23/97,2,191,NA,0
23013,14.79,1,3/23/97,1,191,14.49,1
23014,12.77,1,3/23/97,1,191,NA,0
23015,13.97,1,3/23/97,1,191,NA,0
23016,56.67,1,3/23/97,4,191,NA,0
23017,31.88,2,7/9/97,1.5,83,NA,0
23018,19.3725,4,5/7/97,1,146,NA,0
23019,17.875,2,7/28/97,1,64,24.48,1
